"","Reporter.Countries","Partner.Countries"
"5735","United Kingdom","Libya"
"5736","United Kingdom","Madagascar"
"5737","United Kingdom","Malawi"
"5738","United Kingdom","Malaysia"
"5739","United Kingdom","Maldives"
"5740","United Kingdom","Mali"
"5741","United Kingdom","Malta"
"5742","United Kingdom","Martinique"
"5743","United Kingdom","Mauritania"
"5744","United Kingdom","Mauritius"
"5745","United Kingdom","Mexico"
"5746","United Kingdom","Mongolia"
"5747","United Kingdom","Morocco"
"5748","United Kingdom","Mozambique"
"5749","United Kingdom","Myanmar"
"5750","United Kingdom","Nauru"
"5751","United Kingdom","Nepal"
"5752","United Kingdom","Netherlands"
"5753","United Kingdom","Netherlands Antilles (former)"
"5754","United Kingdom","New Caledonia"
"5755","United Kingdom","New Zealand"
"5756","United Kingdom","Nicaragua"
"5757","United Kingdom","Niger"
"5758","United Kingdom","Nigeria"
"5759","United Kingdom","Norway"
"5760","United Kingdom","Oman"
"5761","United Kingdom","Pakistan"
"5762","United Kingdom","Panama"
"5763","United Kingdom","Papua New Guinea"
"5764","United Kingdom","Paraguay"
"5765","United Kingdom","Peru"
"5766","United Kingdom","Philippines"
"5767","United Kingdom","Poland"
"5768","United Kingdom","Portugal"
"5769","United Kingdom","Qatar"
"5770","United Kingdom","Republic of Korea"
"5771","United Kingdom","Réunion"
"5772","United Kingdom","Romania"
"5773","United Kingdom","Rwanda"
"5774","United Kingdom","Saint Helena, Ascension and Tristan da Cunha"
"5775","United Kingdom","Saint Lucia"
"5776","United Kingdom","Saint Pierre and Miquelon"
"5777","United Kingdom","Saint Vincent and the Grenadines"
"5778","United Kingdom","Samoa"
"5779","United Kingdom","Sao Tome and Principe"
"5780","United Kingdom","Saudi Arabia"
"5781","United Kingdom","Senegal"
"5782","United Kingdom","Seychelles"
"5783","United Kingdom","Sierra Leone"
"5784","United Kingdom","Singapore"
"5785","United Kingdom","Solomon Islands"
"5786","United Kingdom","Somalia"
"5787","United Kingdom","South Africa"
"5788","United Kingdom","Spain"
"5789","United Kingdom","Sri Lanka"
"5790","United Kingdom","Sudan (former)"
"5791","United Kingdom","Suriname"
"5792","United Kingdom","Sweden"
"5793","United Kingdom","Switzerland"
"5794","United Kingdom","Syrian Arab Republic"
"5795","United Kingdom","Thailand"
"5796","United Kingdom","Togo"
"5797","United Kingdom","Tonga"
"5798","United Kingdom","Trinidad and Tobago"
"5799","United Kingdom","Tunisia"
"5800","United Kingdom","Turkey"
"5801","United Kingdom","Turks and Caicos Islands"
"5802","United Kingdom","Uganda"
"5803","United Kingdom","United Arab Emirates"
"5804","United Kingdom","United Republic of Tanzania"
"5805","United Kingdom","United States of America"
"5806","United Kingdom","United States Virgin Islands"
"5807","United Kingdom","Unspecified Area"
"5808","United Kingdom","Uruguay"
"5809","United Kingdom","USSR"
"5810","United Kingdom","Vanuatu"
"5811","United Kingdom","Venezuela (Bolivarian Republic of)"
"5812","United Kingdom","Viet Nam"
"5813","United Kingdom","Yugoslav SFR"
"5814","United Kingdom","Zambia"
"5815","United Kingdom","Zimbabwe"
"5816","United States of America","Afghanistan"
"5817","United States of America","Algeria"
"5818","United States of America","Angola"
"5819","United States of America","Argentina"
"5820","United States of America","Australia"
"5821","United States of America","Austria"
"5822","United States of America","Bahamas"
"5823","United States of America","Bahrain"
"5824","United States of America","Bangladesh"
"5825","United States of America","Barbados"
"5826","United States of America","Belgium-Luxembourg"
"5827","United States of America","Belize"
"5828","United States of America","Benin"
"5829","United States of America","Bermuda"
"5830","United States of America","Bolivia (Plurinational State of)"
"5831","United States of America","Botswana"
"5832","United States of America","Brazil"
"5833","United States of America","Brunei Darussalam"
"5834","United States of America","Bulgaria"
"5835","United States of America","Burkina Faso"
"5836","United States of America","Burundi"
"5837","United States of America","Cameroon"
"5838","United States of America","Canada"
"5839","United States of America","Cayman Islands"
"5840","United States of America","Central African Republic"
"5841","United States of America","Chad"
"5842","United States of America","Chile"
"5843","United States of America","China, Hong Kong SAR"
"5844","United States of America","China, Macao SAR"
"5845","United States of America","China, mainland"
"5846","United States of America","China, Taiwan Province of"
"5847","United States of America","Colombia"
"5848","United States of America","Comoros"
"5849","United States of America","Congo"
"5850","United States of America","Costa Rica"
"5851","United States of America","Côte d'Ivoire"
"5852","United States of America","Cyprus"
"5853","United States of America","Czechoslovakia"
"5854","United States of America","Democratic Republic of the Congo"
"5855","United States of America","Denmark"
"5856","United States of America","Djibouti"
"5857","United States of America","Dominican Republic"
"5858","United States of America","Ecuador"
"5859","United States of America","Egypt"
"5860","United States of America","El Salvador"
"5861","United States of America","Eswatini"
"5862","United States of America","Ethiopia PDR"
"5863","United States of America","Finland"
"5864","United States of America","France"
"5865","United States of America","French Guiana"
"5866","United States of America","Gabon"
"5867","United States of America","Gambia"
"5868","United States of America","Ghana"
"5869","United States of America","Gibraltar"
"5870","United States of America","Greece"
"5871","United States of America","Greenland"
"5872","United States of America","Guatemala"
"5873","United States of America","Guinea"
"5874","United States of America","Guyana"
"5875","United States of America","Haiti"
"5876","United States of America","Honduras"
"5877","United States of America","Hungary"
"5878","United States of America","Iceland"
"5879","United States of America","India"
"5880","United States of America","Indonesia"
"5881","United States of America","Iran (Islamic Republic of)"
"5882","United States of America","Iraq"
"5883","United States of America","Ireland"
"5884","United States of America","Israel"
"5885","United States of America","Italy"
"5886","United States of America","Jamaica"
"5887","United States of America","Japan"
"5888","United States of America","Jordan"
"5889","United States of America","Kenya"
"5890","United States of America","Kuwait"
"5891","United States of America","Lebanon"
"5892","United States of America","Lesotho"
"5893","United States of America","Liberia"
"5894","United States of America","Libya"
"5895","United States of America","Madagascar"
"5896","United States of America","Malawi"
"5897","United States of America","Malaysia"
"5898","United States of America","Maldives"
"5899","United States of America","Mali"
"5900","United States of America","Malta"
"5901","United States of America","Mauritania"
"5902","United States of America","Mauritius"
"5903","United States of America","Mexico"
"5904","United States of America","Morocco"
"5905","United States of America","Mozambique"
"5906","United States of America","Myanmar"
"5907","United States of America","Namibia"
"5908","United States of America","Nepal"
"5909","United States of America","Netherlands"
"5910","United States of America","Netherlands Antilles (former)"
"5911","United States of America","New Zealand"
"5912","United States of America","Niger"
"5913","United States of America","Nigeria"
"5914","United States of America","Norway"
"5915","United States of America","Oman"
"5916","United States of America","Pacific Islands Trust Territory"
"5917","United States of America","Pakistan"
"5918","United States of America","Panama"
"5919","United States of America","Papua New Guinea"
"5920","United States of America","Paraguay"
"5921","United States of America","Peru"
"5922","United States of America","Philippines"
"5923","United States of America","Poland"
"5924","United States of America","Portugal"
"5925","United States of America","Qatar"
"5926","United States of America","Republic of Korea"
"5927","United States of America","Réunion"
"5928","United States of America","Romania"
"5929","United States of America","Rwanda"
"5930","United States of America","Samoa"
"5931","United States of America","Saudi Arabia"
"5932","United States of America","Senegal"
"5933","United States of America","Seychelles"
"5934","United States of America","Sierra Leone"
"5935","United States of America","Singapore"
"5936","United States of America","Somalia"
"5937","United States of America","South Africa"
"5938","United States of America","Spain"
"5939","United States of America","Sri Lanka"
"5940","United States of America","Sudan (former)"
"5941","United States of America","Suriname"
"5942","United States of America","Sweden"
"5943","United States of America","Switzerland"
"5944","United States of America","Syrian Arab Republic"
"5945","United States of America","Thailand"
"5946","United States of America","Togo"
"5947","United States of America","Trinidad and Tobago"
"5948","United States of America","Tunisia"
"5949","United States of America","Turkey"
"5950","United States of America","Turks and Caicos Islands"
"5951","United States of America","Uganda"
"5952","United States of America","United Arab Emirates"
"5953","United States of America","United Kingdom"
"5954","United States of America","United Republic of Tanzania"
"5955","United States of America","Unspecified Area"
"5956","United States of America","Uruguay"
"5957","United States of America","USSR"
"5958","United States of America","Venezuela (Bolivarian Republic of)"
"5959","United States of America","Yugoslav SFR"
"5960","United States of America","Zambia"
"5961","United States of America","Zimbabwe"
"5962","Uruguay","Angola"
"5963","Uruguay","Argentina"
"5964","Uruguay","Australia"
"5965","Uruguay","Austria"
"5966","Uruguay","Bahamas"
"5967","Uruguay","Barbados"
"5968","Uruguay","Belgium-Luxembourg"
"5969","Uruguay","Bolivia (Plurinational State of)"
"5970","Uruguay","Brazil"
"5971","Uruguay","Cameroon"
"5972","Uruguay","Canada"
"5973","Uruguay","Chile"
"5974","Uruguay","China, Hong Kong SAR"
"5975","Uruguay","China, mainland"
"5976","Uruguay","China, Taiwan Province of"
"5977","Uruguay","Colombia"
"5978","Uruguay","Côte d'Ivoire"
"5979","Uruguay","Cuba"
"5980","Uruguay","Cyprus"
"5981","Uruguay","Czechoslovakia"
"5982","Uruguay","Democratic Republic of the Congo"
"5983","Uruguay","Denmark"
"5984","Uruguay","Djibouti"
"5985","Uruguay","Ecuador"
"5986","Uruguay","Finland"
"5987","Uruguay","France"
"5988","Uruguay","Gabon"
"5989","Uruguay","Ghana"
"5990","Uruguay","Greece"
"5991","Uruguay","Hungary"
"5992","Uruguay","India"
"5993","Uruguay","Iran (Islamic Republic of)"
"5994","Uruguay","Ireland"
"5995","Uruguay","Israel"
"5996","Uruguay","Italy"
"5997","Uruguay","Japan"
"5998","Uruguay","Jordan"
"5999","Uruguay","Kuwait"
"6000","Uruguay","Malawi"
"6001","Uruguay","Malta"
"6002","Uruguay","Mexico"
"6003","Uruguay","Morocco"
"6004","Uruguay","Netherlands"
"6005","Uruguay","Netherlands Antilles (former)"
"6006","Uruguay","Norway"
"6007","Uruguay","Panama"
"6008","Uruguay","Paraguay"
"6009","Uruguay","Peru"
"6010","Uruguay","Poland"
"6011","Uruguay","Portugal"
"6012","Uruguay","Saudi Arabia"
"6013","Uruguay","Singapore"
"6014","Uruguay","South Africa"
"6015","Uruguay","Spain"
"6016","Uruguay","Sweden"
"6017","Uruguay","Switzerland"
"6018","Uruguay","United Arab Emirates"
"6019","Uruguay","United Kingdom"
"6020","Uruguay","United States of America"
"6021","Uruguay","Unspecified Area"
"6022","Uruguay","USSR"
"6023","Uruguay","Venezuela (Bolivarian Republic of)"
"6024","Uruguay","Yugoslav SFR"
"6025","USSR","Afghanistan"
"6026","USSR","Angola"
"6027","USSR","Austria"
"6028","USSR","Bangladesh"
"6029","USSR","Belgium-Luxembourg"
"6030","USSR","Brazil"
"6031","USSR","Bulgaria"
"6032","USSR","Canada"
"6033","USSR","Cuba"
"6034","USSR","Cyprus"
"6035","USSR","Czechoslovakia"
"6036","USSR","Democratic People's Republic of Korea"
"6037","USSR","Denmark"
"6038","USSR","Finland"
"6039","USSR","Hungary"
"6040","USSR","Indonesia"
"6041","USSR","Italy"
"6042","USSR","Japan"
"6043","USSR","Lebanon"
"6044","USSR","Madagascar"
"6045","USSR","Mongolia"
"6046","USSR","Myanmar"
"6047","USSR","Netherlands"
"6048","USSR","Nicaragua"
"6049","USSR","Panama"
"6050","USSR","Poland"
"6051","USSR","Romania"
"6052","USSR","Spain"
"6053","USSR","Switzerland"
"6054","USSR","United Kingdom"
"6055","USSR","United States of America"
"6056","USSR","Unspecified Area"
"6057","USSR","Viet Nam"
"6058","USSR","Yugoslav SFR"
"6059","Venezuela (Bolivarian Republic of)","Argentina"
"6060","Venezuela (Bolivarian Republic of)","Aruba"
"6061","Venezuela (Bolivarian Republic of)","Austria"
"6062","Venezuela (Bolivarian Republic of)","Barbados"
"6063","Venezuela (Bolivarian Republic of)","Belgium-Luxembourg"
"6064","Venezuela (Bolivarian Republic of)","Brazil"
"6065","Venezuela (Bolivarian Republic of)","Canada"
"6066","Venezuela (Bolivarian Republic of)","Chile"
"6067","Venezuela (Bolivarian Republic of)","China, Hong Kong SAR"
"6068","Venezuela (Bolivarian Republic of)","China, Taiwan Province of"
"6069","Venezuela (Bolivarian Republic of)","Colombia"
"6070","Venezuela (Bolivarian Republic of)","Cuba"
"6071","Venezuela (Bolivarian Republic of)","Czechoslovakia"
"6072","Venezuela (Bolivarian Republic of)","Denmark"
"6073","Venezuela (Bolivarian Republic of)","Dominican Republic"
"6074","Venezuela (Bolivarian Republic of)","Finland"
"6075","Venezuela (Bolivarian Republic of)","France"
"6076","Venezuela (Bolivarian Republic of)","French Guiana"
"6077","Venezuela (Bolivarian Republic of)","Grenada"
"6078","Venezuela (Bolivarian Republic of)","Guadeloupe"
"6079","Venezuela (Bolivarian Republic of)","Guatemala"
"6080","Venezuela (Bolivarian Republic of)","Guyana"
"6081","Venezuela (Bolivarian Republic of)","Italy"
"6082","Venezuela (Bolivarian Republic of)","Japan"
"6083","Venezuela (Bolivarian Republic of)","Martinique"
"6084","Venezuela (Bolivarian Republic of)","Montserrat"
"6085","Venezuela (Bolivarian Republic of)","Netherlands"
"6086","Venezuela (Bolivarian Republic of)","Netherlands Antilles (former)"
"6087","Venezuela (Bolivarian Republic of)","Nicaragua"
"6088","Venezuela (Bolivarian Republic of)","Norway"
"6089","Venezuela (Bolivarian Republic of)","Panama"
"6090","Venezuela (Bolivarian Republic of)","Peru"
"6091","Venezuela (Bolivarian Republic of)","Portugal"
"6092","Venezuela (Bolivarian Republic of)","Puerto Rico"
"6093","Venezuela (Bolivarian Republic of)","Saint Kitts and Nevis"
"6094","Venezuela (Bolivarian Republic of)","Saint Lucia"
"6095","Venezuela (Bolivarian Republic of)","Spain"
"6096","Venezuela (Bolivarian Republic of)","Suriname"
"6097","Venezuela (Bolivarian Republic of)","Sweden"
"6098","Venezuela (Bolivarian Republic of)","Switzerland"
"6099","Venezuela (Bolivarian Republic of)","Trinidad and Tobago"
"6100","Venezuela (Bolivarian Republic of)","United Kingdom"
"6101","Venezuela (Bolivarian Republic of)","United States of America"
"6102","Venezuela (Bolivarian Republic of)","United States Virgin Islands"
"6103","Yugoslav SFR","Afghanistan"
"6104","Yugoslav SFR","Albania"
"6105","Yugoslav SFR","Algeria"
"6106","Yugoslav SFR","Angola"
"6107","Yugoslav SFR","Argentina"
"6108","Yugoslav SFR","Australia"
"6109","Yugoslav SFR","Austria"
"6110","Yugoslav SFR","Bahrain"
"6111","Yugoslav SFR","Belgium-Luxembourg"
"6112","Yugoslav SFR","Benin"
"6113","Yugoslav SFR","Bolivia (Plurinational State of)"
"6114","Yugoslav SFR","Brazil"
"6115","Yugoslav SFR","Bulgaria"
"6116","Yugoslav SFR","Canada"
"6117","Yugoslav SFR","Chile"
"6118","Yugoslav SFR","China, Hong Kong SAR"
"6119","Yugoslav SFR","Colombia"
"6120","Yugoslav SFR","Cuba"
"6121","Yugoslav SFR","Cyprus"
"6122","Yugoslav SFR","Czechoslovakia"
"6123","Yugoslav SFR","Denmark"
"6124","Yugoslav SFR","Djibouti"
"6125","Yugoslav SFR","Ecuador"
"6126","Yugoslav SFR","Egypt"
"6127","Yugoslav SFR","Ethiopia PDR"
"6128","Yugoslav SFR","Finland"
"6129","Yugoslav SFR","France"
"6130","Yugoslav SFR","Gabon"
"6131","Yugoslav SFR","Gibraltar"
"6132","Yugoslav SFR","Greece"
"6133","Yugoslav SFR","Guinea"
"6134","Yugoslav SFR","Guyana"
"6135","Yugoslav SFR","Hungary"
"6136","Yugoslav SFR","India"
"6137","Yugoslav SFR","Indonesia"
"6138","Yugoslav SFR","Iran (Islamic Republic of)"
"6139","Yugoslav SFR","Iraq"
"6140","Yugoslav SFR","Ireland"
"6141","Yugoslav SFR","Israel"
"6142","Yugoslav SFR","Italy"
"6143","Yugoslav SFR","Japan"
"6144","Yugoslav SFR","Jordan"
"6145","Yugoslav SFR","Kenya"
"6146","Yugoslav SFR","Kuwait"
"6147","Yugoslav SFR","Lebanon"
"6148","Yugoslav SFR","Liberia"
"6149","Yugoslav SFR","Libya"
"6150","Yugoslav SFR","Liechtenstein"
"6151","Yugoslav SFR","Malawi"
"6152","Yugoslav SFR","Malaysia"
"6153","Yugoslav SFR","Malta"
"6154","Yugoslav SFR","Mauritius"
"6155","Yugoslav SFR","Mexico"
"6156","Yugoslav SFR","Morocco"
"6157","Yugoslav SFR","Mozambique"
"6158","Yugoslav SFR","Netherlands"
"6159","Yugoslav SFR","New Zealand"
"6160","Yugoslav SFR","Norway"
"6161","Yugoslav SFR","Oman"
"6162","Yugoslav SFR","Pakistan"
"6163","Yugoslav SFR","Panama"
"6164","Yugoslav SFR","Peru"
"6165","Yugoslav SFR","Poland"
"6166","Yugoslav SFR","Portugal"
"6167","Yugoslav SFR","Republic of Korea"
"6168","Yugoslav SFR","Romania"
"6169","Yugoslav SFR","San Marino"
"6170","Yugoslav SFR","Saudi Arabia"
"6171","Yugoslav SFR","Senegal"
"6172","Yugoslav SFR","Solomon Islands"
"6173","Yugoslav SFR","Somalia"
"6174","Yugoslav SFR","Spain"
"6175","Yugoslav SFR","Sudan (former)"
"6176","Yugoslav SFR","Sweden"
"6177","Yugoslav SFR","Switzerland"
"6178","Yugoslav SFR","Thailand"
"6179","Yugoslav SFR","Togo"
"6180","Yugoslav SFR","Tunisia"
"6181","Yugoslav SFR","Turkey"
"6182","Yugoslav SFR","United Arab Emirates"
"6183","Yugoslav SFR","United Kingdom"
"6184","Yugoslav SFR","United Republic of Tanzania"
"6185","Yugoslav SFR","United States of America"
"6186","Yugoslav SFR","Unspecified Area"
"6187","Yugoslav SFR","USSR"
"6188","Yugoslav SFR","Vanuatu"
"6189","Yugoslav SFR","Venezuela (Bolivarian Republic of)"
"6190","Yugoslav SFR","Zambia"
"6191","Zimbabwe","Algeria"
"6192","Zimbabwe","Angola"
"6193","Zimbabwe","Australia"
"6194","Zimbabwe","Austria"
"6195","Zimbabwe","Belgium-Luxembourg"
"6196","Zimbabwe","Benin"
"6197","Zimbabwe","Botswana"
"6198","Zimbabwe","Bulgaria"
"6199","Zimbabwe","Burundi"
"6200","Zimbabwe","Cabo Verde"
"6201","Zimbabwe","Cameroon"
"6202","Zimbabwe","Canada"
"6203","Zimbabwe","Central African Republic"
"6204","Zimbabwe","China, Hong Kong SAR"
"6205","Zimbabwe","China, Macao SAR"
"6206","Zimbabwe","China, mainland"
"6207","Zimbabwe","Congo"
"6208","Zimbabwe","Côte d'Ivoire"
"6209","Zimbabwe","Czechoslovakia"
"6210","Zimbabwe","Democratic People's Republic of Korea"
